mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
332.52612304897406,268.32815729997475,873.6131867136622,22.325038192107307,203.98064089052107,"{'count': 2910, 'percentage': 25.479380089309167, 'mean_distance': 317.4144114351516}","{'count': 4084, 'percentage': 35.75869013221259, 'mean_distance': 399.8311102128113}","{'classifier_type': 'knn', 'global_predictor_type': 'knn', 'cluster_predictor_type': 'knn', 'clustering_method': 'kmeans', 'train_time': 0.22516536712646484, 'eval_time': 154.8877294063568}",knn,knn,knn,kmeans
