mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
299.78017552601324,318.5553641048915,701.6966011033544,20.523157651784434,137.70149197710083,"{'count': 954, 'percentage': 8.353033884948777, 'mean_distance': 319.53939955071394}","{'count': 728, 'percentage': 6.374222922686279, 'mean_distance': 210.7486937671154}","{'classifier_type': 'knn', 'global_predictor_type': 'rf', 'cluster_predictor_type': 'rf', 'clustering_method': 'kmeans', 'train_time': 3.0395922660827637, 'eval_time': 64.61931896209717}",knn,rf,rf,kmeans
