mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
300.26887240470904,321.03083964005697,695.8893015415598,24.73863375370592,138.2359189781853,"{'count': 954, 'percentage': 8.353033884948777, 'mean_distance': 319.53939955071394}","{'count': 728, 'percentage': 6.374222922686279, 'mean_distance': 210.7486937671154}","{'classifier_type': 'knn', 'global_predictor_type': 'rf', 'cluster_predictor_type': 'rf', 'clustering_method': 'kmeans', 'train_time': 3.323507785797119, 'eval_time': 342.374507188797}",knn,rf,rf,kmeans
