mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
334.7899270218812,280.14282071829007,840.0,33.94112549695428,197.59583633304888,"{'count': 4549, 'percentage': 39.83013746607128, 'mean_distance': 400.745875407466}","{'count': 6872, 'percentage': 60.16986253392873, 'mean_distance': 291.1296230047065}","{'classifier_type': 'knn', 'global_predictor_type': 'knn', 'cluster_predictor_type': 'knn', 'clustering_method': 'dbscan', 'train_time': 0.12703394889831543, 'eval_time': 23.809801816940308}",knn,knn,knn,dbscan
