mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
335.1225426819621,268.32815729997475,873.6131867136622,16.97056274847714,202.6531865293265,"{'count': 6994, 'percentage': 61.23807022152176, 'mean_distance': 368.16417553227586}","{'count': 4427, 'percentage': 38.76192977847824, 'mean_distance': 282.9216887955617}","{'classifier_type': 'knn', 'global_predictor_type': 'knn', 'cluster_predictor_type': 'knn', 'clustering_method': 'kmeans', 'train_time': 0.2139599323272705, 'eval_time': 22.430970907211304}",knn,knn,knn,kmeans
