mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
300.85592468513744,320.5875855363087,695.8893015415598,24.73863375370592,138.10057051757764,"{'count': 954, 'percentage': 8.353033884948777, 'mean_distance': 319.53939955071394}","{'count': 728, 'percentage': 6.374222922686279, 'mean_distance': 210.7486937671154}","{'classifier_type': 'knn', 'global_predictor_type': 'rf', 'cluster_predictor_type': 'rf', 'clustering_method': 'kmeans', 'train_time': 3.0987370014190674, 'eval_time': 349.3879520893097}",knn,rf,rf,kmeans
