mean_distance,median_distance,max_distance,min_distance,std_distance,cluster,global,model,classifier_type,global_predictor_type,cluster_predictor_type,clustering_method
337.73259502331365,268.32815729997475,840.0,33.94112549695428,197.53619569982027,"{'count': 3519, 'percentage': 30.811662726556342, 'mean_distance': 284.00099499836165}","{'count': 5779, 'percentage': 50.599772349181336, 'mean_distance': 394.58287872577245}","{'classifier_type': 'knn', 'global_predictor_type': 'knn', 'cluster_predictor_type': 'knn', 'clustering_method': 'kmeans', 'train_time': 0.21604681015014648, 'eval_time': 88.25545239448547}",knn,knn,knn,kmeans
