classifier_type,global_predictor_type,cluster_predictor_type,mean_distance,median_distance,max_distance,min_distance,train_time,eval_time,is_best,rank,combination
knn,knn,knn,338.1062650346245,268.32815729997475,873.6131867136622,16.97056274847714,0.09778547286987305,21.939324140548706,True,1.0,knn-knn-knn
